Account_Balance,Loan_Duration,Credit_History,Loan_Purpose,Loan_Amount,Savings,Years_Employed,Installment_Rate,Gender_and_Status,Other_Debtors_Guarantors,Year_of_Residence,Property,Age,Installment_Plans,Housing,Existing_Credits,Job,Dependents,Telephone,Foreign,Credit_Rating
(A12) 0 <= ... < 200 DM,18,(A34) critical account/,(A42) furniture/equipment,1295,(A61) ... < 100 DM,(A72) ... < 1 year,4,(A92) female : divorced/separated/married,(A101) none,1,(A122) if not A121 : building society savings agreement/,27,(A143) none,(A152) own,2,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A12) 0 <= ... < 200 DM,36,(A32) existing credits paid back duly till now,(A46) education,12612,(A62) 100 <= ... < 500 DM,(A73) 1 <= ... < 4 years,1,(A93) male : single,(A101) none,4,(A124) unknown / no property,47,(A143) none,(A153) for free,1,(A173) skilled employee / official,2,"(A192) yes, registered under the customers name",(A201) yes,Bad
(A11) ... < 0 DM,18,(A32) existing credits paid back duly till now,(A40) car (new),2249,(A62) 100 <= ... < 500 DM,(A74) 4 <= ... < 7 years,4,(A93) male : single,(A101) none,3,"(A123) if not A121/A122 : car or other, not in attribute 6",30,(A143) none,(A152) own,1,(A174) management/ self-employed/,2,"(A192) yes, registered under the customers name",(A201) yes,Good
(A11) ... < 0 DM,12,(A30) no credits taken/,(A45) repairs,1108,(A61) ... < 100 DM,(A74) 4 <= ... < 7 years,4,(A93) male : single,(A101) none,3,(A121) real estate,28,(A143) none,(A152) own,2,(A173) skilled employee / official,1,(A191) none,(A201) yes,Bad
(A14) no checking account,12,(A34) critical account/,(A43) radio/television,618,(A61) ... < 100 DM,(A75) .. >= 7 years,4,(A93) male : single,(A101) none,4,(A121) real estate,56,(A143) none,(A152) own,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A11) ... < 0 DM,12,(A34) critical account/,(A41) car (used),1409,(A61) ... < 100 DM,(A75) .. >= 7 years,4,(A93) male : single,(A101) none,3,(A121) real estate,54,(A143) none,(A152) own,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A14) no checking account,12,(A34) critical account/,(A43) radio/television,797,(A65) unknown/ no savings account,(A75) .. >= 7 years,4,(A92) female : divorced/separated/married,(A101) none,3,(A122) if not A121 : building society savings agreement/,33,(A141) bank,(A152) own,1,(A172) unskilled - resident,2,(A191) none,(A201) yes,Bad
(A13) ... >= 200 DM /,24,(A34) critical account/,(A42) furniture/equipment,3617,(A65) unknown/ no savings account,(A75) .. >= 7 years,4,(A93) male : single,(A102) co-applicant,4,(A124) unknown / no property,20,(A143) none,(A151) rent,2,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A12) 0 <= ... < 200 DM,12,(A32) existing credits paid back duly till now,(A40) car (new),1318,(A64) .. >= 1000 DM,(A75) .. >= 7 years,4,(A93) male : single,(A101) none,4,(A121) real estate,54,(A143) none,(A152) own,1,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A12) 0 <= ... < 200 DM,54,(A30) no credits taken/,(A49) business,15945,(A61) ... < 100 DM,(A72) ... < 1 year,3,(A93) male : single,(A101) none,4,(A124) unknown / no property,58,(A143) none,(A151) rent,1,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Bad
(A14) no checking account,12,(A34) critical account/,(A46) education,2012,(A65) unknown/ no savings account,(A74) 4 <= ... < 7 years,4,(A92) female : divorced/separated/married,(A101) none,2,"(A123) if not A121/A122 : car or other, not in attribute 6",61,(A143) none,(A152) own,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A12) 0 <= ... < 200 DM,18,(A32) existing credits paid back duly till now,(A49) business,2622,(A62) 100 <= ... < 500 DM,(A73) 1 <= ... < 4 years,4,(A93) male : single,(A101) none,4,"(A123) if not A121/A122 : car or other, not in attribute 6",34,(A143) none,(A152) own,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A12) 0 <= ... < 200 DM,36,(A34) critical account/,(A43) radio/television,2337,(A61) ... < 100 DM,(A75) .. >= 7 years,4,(A93) male : single,(A101) none,4,(A121) real estate,36,(A143) none,(A152) own,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A12) 0 <= ... < 200 DM,20,(A33) delay in paying off in the past,(A41) car (used),7057,(A65) unknown/ no savings account,(A74) 4 <= ... < 7 years,3,(A93) male : single,(A101) none,4,(A122) if not A121 : building society savings agreement/,36,(A141) bank,(A151) rent,2,(A174) management/ self-employed/,2,"(A192) yes, registered under the customers name",(A201) yes,Good
(A14) no checking account,24,(A32) existing credits paid back duly till now,(A40) car (new),1469,(A62) 100 <= ... < 500 DM,(A75) .. >= 7 years,4,(A94) male : married/widowed,(A101) none,4,(A121) real estate,41,(A143) none,(A151) rent,1,(A172) unskilled - resident,1,(A191) none,(A201) yes,Good
(A12) 0 <= ... < 200 DM,36,(A32) existing credits paid back duly till now,(A43) radio/television,2323,(A61) ... < 100 DM,(A74) 4 <= ... < 7 years,4,(A93) male : single,(A101) none,4,"(A123) if not A121/A122 : car or other, not in attribute 6",24,(A143) none,(A151) rent,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A14) no checking account,6,(A33) delay in paying off in the past,(A43) radio/television,932,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,3,(A92) female : divorced/separated/married,(A101) none,2,(A121) real estate,24,(A143) none,(A152) own,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A12) 0 <= ... < 200 DM,9,(A34) critical account/,(A42) furniture/equipment,1919,(A61) ... < 100 DM,(A74) 4 <= ... < 7 years,4,(A93) male : single,(A101) none,3,"(A123) if not A121/A122 : car or other, not in attribute 6",35,(A143) none,(A151) rent,1,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A14) no checking account,12,(A32) existing credits paid back duly till now,(A41) car (used),2445,(A65) unknown/ no savings account,(A72) ... < 1 year,2,(A94) male : married/widowed,(A101) none,4,"(A123) if not A121/A122 : car or other, not in attribute 6",26,(A143) none,(A151) rent,1,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A12) 0 <= ... < 200 DM,24,(A34) critical account/,(A410) others,11938,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,2,(A93) male : single,(A102) co-applicant,3,"(A123) if not A121/A122 : car or other, not in attribute 6",39,(A143) none,(A152) own,2,(A174) management/ self-employed/,2,"(A192) yes, registered under the customers name",(A201) yes,Bad
(A14) no checking account,18,(A31) all credits at this bank paid back duly,(A40) car (new),6458,(A61) ... < 100 DM,(A75) .. >= 7 years,2,(A93) male : single,(A101) none,4,(A124) unknown / no property,39,(A141) bank,(A152) own,2,(A174) management/ self-employed/,2,"(A192) yes, registered under the customers name",(A201) yes,Bad
(A12) 0 <= ... < 200 DM,12,(A32) existing credits paid back duly till now,(A40) car (new),6078,(A61) ... < 100 DM,(A74) 4 <= ... < 7 years,2,(A93) male : single,(A101) none,2,"(A123) if not A121/A122 : car or other, not in attribute 6",32,(A143) none,(A152) own,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A11) ... < 0 DM,24,(A32) existing credits paid back duly till now,(A42) furniture/equipment,7721,(A65) unknown/ no savings account,(A72) ... < 1 year,1,(A92) female : divorced/separated/married,(A101) none,2,(A122) if not A121 : building society savings agreement/,30,(A143) none,(A152) own,1,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A202) no,Good
(A12) 0 <= ... < 200 DM,14,(A32) existing credits paid back duly till now,(A49) business,1410,(A63) 500 <= ... < 1000 DM,(A75) .. >= 7 years,1,(A94) male : married/widowed,(A101) none,2,(A121) real estate,35,(A143) none,(A152) own,1,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A12) 0 <= ... < 200 DM,6,(A33) delay in paying off in the past,(A49) business,1449,(A62) 100 <= ... < 500 DM,(A75) .. >= 7 years,1,(A91) male : divorced/separated,(A101) none,2,"(A123) if not A121/A122 : car or other, not in attribute 6",31,(A141) bank,(A152) own,2,(A173) skilled employee / official,2,(A191) none,(A201) yes,Good
(A13) ... >= 200 DM /,15,(A32) existing credits paid back duly till now,(A46) education,392,(A61) ... < 100 DM,(A72) ... < 1 year,4,(A92) female : divorced/separated/married,(A101) none,4,(A122) if not A121 : building society savings agreement/,23,(A143) none,(A151) rent,1,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A12) 0 <= ... < 200 DM,18,(A32) existing credits paid back duly till now,(A40) car (new),6260,(A61) ... < 100 DM,(A74) 4 <= ... < 7 years,3,(A93) male : single,(A101) none,3,(A121) real estate,28,(A143) none,(A151) rent,1,(A172) unskilled - resident,1,(A191) none,(A201) yes,Good
(A14) no checking account,36,(A34) critical account/,(A40) car (new),7855,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,4,(A92) female : divorced/separated/married,(A101) none,2,(A121) real estate,25,(A142) stores,(A152) own,2,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Bad
(A11) ... < 0 DM,12,(A32) existing credits paid back duly till now,(A43) radio/television,1680,(A63) 500 <= ... < 1000 DM,(A75) .. >= 7 years,3,(A94) male : married/widowed,(A101) none,1,(A121) real estate,35,(A143) none,(A152) own,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A14) no checking account,48,(A34) critical account/,(A43) radio/television,3578,(A65) unknown/ no savings account,(A75) .. >= 7 years,4,(A93) male : single,(A101) none,1,(A121) real estate,47,(A143) none,(A152) own,1,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A11) ... < 0 DM,42,(A32) existing credits paid back duly till now,(A43) radio/television,7174,(A65) unknown/ no savings account,(A74) 4 <= ... < 7 years,4,(A92) female : divorced/separated/married,(A101) none,3,"(A123) if not A121/A122 : car or other, not in attribute 6",30,(A143) none,(A152) own,1,(A174) management/ self-employed/,1,"(A192) yes, registered under the customers name",(A201) yes,Bad
(A11) ... < 0 DM,10,(A34) critical account/,(A42) furniture/equipment,2132,(A65) unknown/ no savings account,(A72) ... < 1 year,2,(A92) female : divorced/separated/married,(A102) co-applicant,3,(A121) real estate,27,(A143) none,(A151) rent,2,(A173) skilled employee / official,1,(A191) none,(A202) no,Good
(A11) ... < 0 DM,33,(A34) critical account/,(A42) furniture/equipment,4281,(A63) 500 <= ... < 1000 DM,(A73) 1 <= ... < 4 years,1,(A92) female : divorced/separated/married,(A101) none,4,"(A123) if not A121/A122 : car or other, not in attribute 6",23,(A143) none,(A152) own,2,(A173) skilled employee / official,1,(A191) none,(A201) yes,Bad
(A12) 0 <= ... < 200 DM,12,(A34) critical account/,(A40) car (new),2366,(A63) 500 <= ... < 1000 DM,(A74) 4 <= ... < 7 years,3,(A91) male : divorced/separated,(A101) none,3,"(A123) if not A121/A122 : car or other, not in attribute 6",36,(A143) none,(A152) own,1,(A174) management/ self-employed/,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A11) ... < 0 DM,21,(A32) existing credits paid back duly till now,(A43) radio/television,1835,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,3,(A92) female : divorced/separated/married,(A101) none,2,(A121) real estate,25,(A143) none,(A152) own,2,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Bad
(A14) no checking account,24,(A34) critical account/,(A41) car (used),3868,(A61) ... < 100 DM,(A75) .. >= 7 years,4,(A92) female : divorced/separated/married,(A101) none,2,"(A123) if not A121/A122 : car or other, not in attribute 6",41,(A143) none,(A151) rent,2,(A174) management/ self-employed/,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A14) no checking account,12,(A32) existing credits paid back duly till now,(A42) furniture/equipment,1768,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,3,(A93) male : single,(A101) none,2,(A121) real estate,24,(A143) none,(A151) rent,1,(A172) unskilled - resident,1,(A191) none,(A201) yes,Good
(A13) ... >= 200 DM /,10,(A34) critical account/,(A40) car (new),781,(A61) ... < 100 DM,(A75) .. >= 7 years,4,(A93) male : single,(A101) none,4,(A124) unknown / no property,63,(A143) none,(A153) for free,2,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A12) 0 <= ... < 200 DM,18,(A32) existing credits paid back duly till now,(A42) furniture/equipment,1924,(A65) unknown/ no savings account,(A72) ... < 1 year,4,(A92) female : divorced/separated/married,(A101) none,3,(A121) real estate,27,(A143) none,(A151) rent,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Bad
(A11) ... < 0 DM,12,(A34) critical account/,(A40) car (new),2121,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,4,(A93) male : single,(A101) none,2,(A122) if not A121 : building society savings agreement/,30,(A143) none,(A152) own,2,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A11) ... < 0 DM,12,(A32) existing credits paid back duly till now,(A43) radio/television,701,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,4,(A94) male : married/widowed,(A101) none,2,(A121) real estate,40,(A143) none,(A152) own,1,(A172) unskilled - resident,1,(A191) none,(A201) yes,Good
(A12) 0 <= ... < 200 DM,12,(A32) existing credits paid back duly till now,(A45) repairs,639,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,4,(A93) male : single,(A101) none,2,"(A123) if not A121/A122 : car or other, not in attribute 6",30,(A143) none,(A152) own,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Bad
(A12) 0 <= ... < 200 DM,12,(A34) critical account/,(A41) car (used),1860,(A61) ... < 100 DM,(A71) unemployed,4,(A93) male : single,(A101) none,2,"(A123) if not A121/A122 : car or other, not in attribute 6",34,(A143) none,(A152) own,2,(A174) management/ self-employed/,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A11) ... < 0 DM,12,(A34) critical account/,(A40) car (new),3499,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,3,(A92) female : divorced/separated/married,(A102) co-applicant,2,(A121) real estate,29,(A143) none,(A152) own,2,(A173) skilled employee / official,1,(A191) none,(A201) yes,Bad
(A12) 0 <= ... < 200 DM,48,(A32) existing credits paid back duly till now,(A40) car (new),8487,(A65) unknown/ no savings account,(A74) 4 <= ... < 7 years,1,(A92) female : divorced/separated/married,(A101) none,2,"(A123) if not A121/A122 : car or other, not in attribute 6",24,(A143) none,(A152) own,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A11) ... < 0 DM,36,(A33) delay in paying off in the past,(A46) education,6887,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,4,(A93) male : single,(A101) none,3,(A122) if not A121 : building society savings agreement/,29,(A142) stores,(A152) own,1,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Bad
(A14) no checking account,15,(A32) existing credits paid back duly till now,(A42) furniture/equipment,2708,(A61) ... < 100 DM,(A72) ... < 1 year,2,(A93) male : single,(A101) none,3,(A122) if not A121 : building society savings agreement/,27,(A141) bank,(A152) own,2,(A172) unskilled - resident,1,(A191) none,(A201) yes,Good
(A14) no checking account,18,(A32) existing credits paid back duly till now,(A42) furniture/equipment,1984,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,4,(A93) male : single,(A101) none,4,(A124) unknown / no property,47,(A141) bank,(A153) for free,2,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A14) no checking account,60,(A32) existing credits paid back duly till now,(A43) radio/television,10144,(A62) 100 <= ... < 500 DM,(A74) 4 <= ... < 7 years,2,(A92) female : divorced/separated/married,(A101) none,4,(A121) real estate,21,(A143) none,(A152) own,1,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A14) no checking account,12,(A34) critical account/,(A43) radio/television,1240,(A65) unknown/ no savings account,(A75) .. >= 7 years,4,(A92) female : divorced/separated/married,(A101) none,2,(A121) real estate,38,(A143) none,(A152) own,2,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Good
